#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         483    -9.25178    -9.29475  0.00414896
         484    -9.24907    -9.29465  0.00414146
         485    -9.27123     -9.2946  0.00413321
         486    -9.28186    -9.29458  0.00412479
         487    -9.20481    -9.29439  0.00412043
         488    -9.24775     -9.2943   0.0041131
         489    -9.32964    -9.29437  0.00410532
         490    -9.19751    -9.29417   0.0041017
         491    -9.24871    -9.29408  0.00409439
         492    -9.36967    -9.29423  0.00408895
         493    -9.27933     -9.2942  0.00408077
         494     -9.2393    -9.29409  0.00407402
         495    -9.26535    -9.29403   0.0040662
         496    -9.25356    -9.29395  0.00405882
         497    -9.42543    -9.29422  0.00405927
         498    -9.43963    -9.29451  0.00406161
         499    -9.36943    -9.29466  0.00405624
         500     -9.1868    -9.29444  0.00405386
